DX extract;DX full;Name;Original Film or informations;Manufacturer;reliability;Country;Beginning year;End year;Distributor;Ava;Pic
;;Foma Equicolor 100 Supria 2000;Fujicolor Superia;Fujifilm (Euroean factory);3;Made in Europe (Tilburg, NL);2006~2009;;Foma, CS/Equicolor, PL;0;FomaEquicolorSupria100.jpg
;;Foma Equicolor 200;Rebranded Ferrania color film for CZ market.;Ferrania;3;Made in Italy;2002;2006 ?;Foma, CS;0;
;;Foma Equicolor 200 Supria 2000;Fujicolor Superia;Fujifilm (Euroean factory);3;Made in Europe (Tilburg, NL);2006~2009;;Foma, CS/Equicolor, PL;0;FomaEquicolorSupria200.jpg
;;Foma Equicolor 400;Rebranded Ferrania color film for CZ market.;Ferrania;3;Made in Italy;2002;2006 ?;Foma, CS;0;
;;Foma Equicolor 400 Supria 2000;Fujicolor Superia;Fujifilm (Euroean factory);3;Made in Europe (Tilburg, NL);2006~2009;;Foma, CS/Equicolor, PL;0;
;;Foma Equicolor premium 100;Fujicolor Superia;Fujifilm;3;Made in Europe (Tilburg, NL) ?;2006 ?;2009 ?;Foma, CS/Equicolor, PL;0;
;;Foma Equicolor premium 100;Rebranded Ferrania color film for CZ market.;Ferrania;3;Made in Italy;;~2002 ?;Foma, CS/Equicolor, PL;0;
;;Foma Equicolor premium 200;Fujicolor Superia;Fujifilm;3;Made in Europe (Tilburg, NL) ?;2006 ?;2009 ?;Foma, CS/Equicolor, PL;0;FomaEquicolorPremium200.jpg
;;Foma Equicolor premium 200;Rebranded Ferrania color film for CZ market.;Ferrania;3;Made in Italy;;~2002 ?;Foma, CS/Equicolor, PL;0;
1399;013994;Foma Equicolor premium 400;Rebranded Ferrania color film for CZ market.;Ferrania;3;Made in Italy;2007;2012 ?;Foma, CS/Equicolor, PL;0;FomaEquicolorPremium400.jpg
;;Foma Equicolor premium 400;Fujicolor Superia;Fujifilm;3;Made in Europe (Tilburg, NL) ?;2006 ?;2007 ?;Foma, CS/Equicolor, PL;0;FomaEquicolorPremium400.jpg
;;Foma Equicolor Super HG100;Fujicolor Super G Plus;Fuji;3;;1996;;Foma Bohemia, CS;0;
;;Foma Equicolor Super HRII 100;Fujicolor HRII100;Fujifilm;3;;1990;2002;Equipex, A/ Fotochema, CS, u.a. ;0;
;;Foma FLUOROGRAPHIC FILM;Orthochromatically sensitized film for recording in image intensifier (spot) cameras, and for fluorography. Same film as Medix SH ?;Foma;;;;;Foma Bohemia LTD, CS;2;
;;Foma Fomachrom CR100;Scotch Chrome 100;Imation;3;;1996;;Foma Bohemia, CS;0;
;;Foma Fomachrom D16;;;;;1969;1972;Fotochema, CSSR;0;FomachromD16.jpg
;;Foma Fomachrom D18 (ASA 50);Agfachrome process;;;;1972;Early 90’s ?;Fotochema, CSSR;0;
;;Foma Fomachrom D20 (ASA 80);Agfachrome process;;;;70’s;Early 90’s ?;Fotochema, CSSR;0;FOmachromD20.jpg
;;Foma Fomachrom D22 (ASA 125);Agfachrome process;;;;70’s;Early 90’s ?;Fotochema, CSSR;0;
;;Foma Fomachrom II D18;;;;;;;Fotochema, CSSR;0;
;;Foma Fomachrom II D20;;;;;;;Fotochema, CSSR;0;FomachromIId20.jpg
;;Foma Fomachrom II D22;;;;;;;Fotochema, CSSR;0;
;;Foma Fomachrom II D24;;;;;;;Fotochema, CSSR;0;
;;Foma Fomacolor;A chromogenic process based on Agfacolor;Fotochema;;CSSR;1957;1962 ?;Fotochema, CSSR;0;
;;Foma Fomacolor 100;Imation Color/Ferrania Solars FG;Imation / Ferrania;3;;1997;;Foma Bohemia, CS;0;
;;Foma Fomacolor 17 / ND17;;Fotochema;;CSSR;1962;1972;Fotochema, CSSR;0;
;;Foma Fomacolor 200;Imation Color/Ferrania Solars FG;Imation / Ferrania;3;;1997;;Foma Bohemia, CS;0;
;;Foma Fomacolor CN100;Agfacolor XR100i/ Agfacolor XRS100;Agfa-Gevaert;3;;1987;1990;Fotochema, CSSR;0;
;;Foma Fomacolor CN100;Agfacolor XRG100;Agfa-Gevaert;3;;1989;;Fotochema Bohemia, CS;0;
;;Foma Fomacolor Negativ;;;;;;;Foma Bohemia, CS;0;Fomacolor.jpg
;;Foma Fomacolor P;Agfa Color process;;;;1962;1972;Fotochema Bohemia, CS;0;
;;Foma FOMALINE O8;Orthochromatically matt sensitized, black-and-white film providing extremely high contrast;FOTOCHEMA Ltd;;cz;;~1999 ?;Foma Bohemia, CS;0;
;;Foma FOMALINE OD;Orthochromatically sensitized, black-and-white direct-positive film, intended for making high-quality prints from line and screen originals;FOTOCHEMA Ltd;;cz;;~1999 ?;Foma Bohemia, CS;0;
;;Foma FOMALITE DL5;UV sensitized, negative daylight film intended for making high-quality contact prints;FOTOCHEMA Ltd;;cz;;~1999 ?;Foma Bohemia, CS;0;
;;Foma FOMALITE DUPL;UV sensitized, direct-positive daylight film intended for making high-quality contact prints;FOTOCHEMA Ltd;;cz;;~1999 ?;Foma Bohemia, CS;0;
1395;;Foma Fomapan 100;;;;;80’s ?;90’s ?;Fotochema Bohemia, CS;0;Fomapan100.jpg
;;Foma Fomapan 100 Classic;;;;;90’s ?;~2014 ?;Fotochema Bohemia, CS;0;FomapanClassic100.jpg
1395;;Foma Fomapan 100 Professional;Could be cut out from the midle of raw film roll of Fompan Classic. Only in 120 ?;;;;;;Fotochema Bohemia, CS;2;FomapanPro100.jpg
1395;013954;Foma Fomapan 100 ProfiLine Classic T100;;;;;~2014;2024;Fotochema Bohemia, CS;0;FomapanProf100.jpg
1395;013954;Foma Fomapan 100 ProfiLine Classic T100 (2023’s box);New box, same film.;;;;2024;;Fotochema Bohemia, CS;2;Fomapan100-2023.jpg
;;Foma Fomapan 100 Retro Limited;Special packaging inspired by design of orginal box from 30’s for the upcoming 100 year anniversary. Only 120 format;;;;2019;2020;Fotochema Bohemia, CS;1;Foma100Anniv.jpg
;;Foma Fomapan 17;;;;;;;Fotochema Bohemia, CS;0;Fomapan17.jpg
1398;;Foma Fomapan 200 Creative;;;;;2001 ?;2012 ?;Fotochema Bohemia, CS;1;FomapanCreativ200.jpg
1398;013984;Foma Fomapan 200 ProfiLine Creative T200;;;;;2012 ?;2023;Fotochema Bohemia, CS;0;Fomapan200.jpg
1398;013984;Foma Fomapan 200 ProfiLine Creative T200 (2023’s box);New box, same film.;;;;2023;;Fotochema Bohemia, CS;2;Fomapan200-2023.jpg
1398;;Foma Fomapan 200 Retro Limited;Special packaging inspired by design of orginal box from 30’s for the upcoming 100 year anniversary. Only 120 format;;;;2019;2020;Fotochema Bohemia, CS;1;Foma200Anniv.jpg
;;Foma Fomapan 21;;;;;;;Fotochema Bohemia, CS;0;Fomapan21.jpg
;;Foma Fomapan 30;ISO 800 B&W;;;;~1971 ?;;Fotochema Bohemia, CS;0;
1399;;Foma Fomapan 400;;;;;~1993 ??;2001 ?;Fotochema Bohemia, CS;0;Fomapan400first.jpg
;;Foma Fomapan 400 Action;;;;;2001 ?;2012 ?;Fotochema Bohemia, CS;0;FomapanAction400.jpg
1399;013994;Foma Fomapan 400 ProfiLine Action T400;DX number used by a lot of rebranded film canned by Foma;;;;2012;2023;Fotochema Bohemia, CS;0;Fomapan400.jpg
1399;013994;Foma Fomapan 400 ProfiLine Action T400 (2023’s box);New box, same film.DX number used by a lot of rebranded film canned by Foma;;;;2023;;Fotochema Bohemia, CS;2;Fomapan400-2023.jpg
;;Foma Fomapan 400 Retro Limited;Special packaging inspired by design of orginal box from 30’s for the upcoming 100 year anniversary. Only 120 format;;;;2019;2020;Fotochema Bohemia, CS;1;Foma400Anniv.jpg
;;Foma Fomapan F17;;;;;;90's;Fotochema Bohemia, CS;0;FomapanF17.jpg
;;Foma Fomapan F21;;;;;;;Fotochema Bohemia, CS;0;FomapanF21.jpg
;;Foma Fomapan F27;;;;;;;Fotochema Bohemia, CS;0;FomapanF27.jpg
;;Foma Fomapan R-100 Direct Positive Film (new box) #100R R100;;;;;2023;;Fotochema Bohemia, CS;0;FomapanR-2023.jpg
;;Foma Fomapan R-100 Direct Positive Film #100R R100;;;;;;;Fotochema Bohemia, CS;0;FomapanR100.jpg
;;Foma Fomapan Special 800 B&W;Will became T800;;;;~1988;1995 ?;Fotochema Bohemia, CS;0;FomapanSpecial800.jpg
;;Foma Fomapan T200 B&W ;Same as Fomapan 200, only small change in formula in 2012;;;;~1993 ??;2001;Fotochema Bohemia, CS;0;FomapanT200.jpg
;;Foma Fomapan T800 B&W ;(improved? ) Special 800;;;;1995;2001;Fotochema Bohemia, CS;0;FomaT800.jpg
;;Foma FOMAUX NDT Rollfilm;Technical radiographic film;;;;;;Fotochema Bohemia, CS;1;
;;Foma FOMAUX RX-8 rx8;Industrial X-ray film;;;;;;Fotochema Bohemia, CS;1;
;;Foma FQ Color Super;Fuji;Fuji;2;;1998;;Foma Bohemia, CS;0;
;;Foma FQ-Color Super;Fujicolor Super G plus 100;Fujifilm;2;;1996;;Foma Bohemia, CS;0;
;;Foma GUARD 200 Surveillance - ISO 200;Surveillance film, extended red spectral sensitivity;FOTOCHEMA Ltd;;cz;;;Foma Bohemia, CS;0;
;;Foma GUARD 800 Surveillance - ISO 800;Surveillance film, extended red spectral sensitivity;FOTOCHEMA Ltd;;cz;2001;;Foma Bohemia, CS;0;
;;Foma INDUX R2;Industrial X-ray film;Foma;;;;;Foma Bohemia LTD, CS;1;
;;Foma INDUX R3;Industrial X-ray film;Foma;;;;~2000;Foma Bohemia LTD, CS;0;
;;Foma INDUX R4;Industrial X-ray film;Foma;;;;;Foma Bohemia LTD, CS;1;
;;Foma INDUX R5;Industrial X-ray film;Foma;;;;;Foma Bohemia LTD, CS;1;
;;Foma INDUX R7 / R7N;Industrial X-ray film;Foma;;;;;Foma Bohemia LTD, CS;1;
;;Foma INDUX R7E;Industrial X-ray film;Foma;;;;;Foma Bohemia LTD, CS;1;
;;Foma INDUX R8;Industrial X-ray film;Foma;;;~1999 ?;;Foma Bohemia LTD, CS;1;
;;Foma Infrared 400 NIR 730;Infrared film;Foma;;;~2005;;Foma Bohemia LTD, CS;0;
;;Foma MEDIX 90;Blue-type, high speed, high-contrast X-ray film;Foma;;;;;Foma Bohemia LTD, CS;0;
;;Foma MEDIX MA;Blue-type film of ultra-high speed and contrast intended for general use in medical radiography;Foma;;;;;Foma Bohemia LTD, CS;0;
;;Foma MEDIX MAMMO;Green senzitized one side emulsion film designed for all kinds of mammographic examinations;Foma;;;;2001;Foma Bohemia LTD, CS;0;
;;Foma MEDIX MAMMO Plus;Green senzitized one side emulsion film designed for all kinds of mammographic examinations;Foma;;;2001;;Foma Bohemia LTD, CS;0;
;;Foma MEDIX PT;Orthochromatically sensitized film for use in multiformat cameras applied to CRT monitors and for photoplotters;Foma;;;;;Foma Bohemia LTD, CS;0;
;;Foma MEDIX SH;Orthochromatically sensitized film for recording in image intensifier (spot) cameras, and for fluorography;Foma;;;;;Foma Bohemia LTD, CS;0;
;;Foma MEDIX XBU;Blue-sensitive, double emulsion high-speed medical radiographic film;Foma;;;2001;;Foma Bohemia LTD, CS;0;
;;Foma MEDIX XG;Double coated high-quality, high-contrast, low-fog and low-noise medical X-ray film.;Foma;;;2001;;Foma Bohemia LTD, CS;0;
;;Foma Ortho 400;120 only. Orthochromatically sensitized black and white negative film;;;;May 2023;;FOMA BOHEMIA spol. s r.o. (Ltd.) ;2;FomaOrtho400.jpg
;;Foma REPRO N5;Blue-sensitive, black-and-white film of excellent sharpness and resolving power, and of high maximum optical density, designed for contact line and text work;FOTOCHEMA Ltd;;cz;;;Foma Bohemia, CS;0;
;;Foma REPRO N52;Blue-sensitive, black-and-white film of excellent sharpness and resolving power, and of high maximum optical density, designed for contact line and text work;FOTOCHEMA Ltd;;cz;;;Foma Bohemia, CS;0;FomaReproN52.jpg
;;Foma REPRO O5;Black-and-white, orthochromatic film for high-quality reproduction of all line and halftone originals and for halftone reproduction.;FOTOCHEMA Ltd;;cz;;;Foma Bohemia, CS;0;
;;Foma REPRO O52;Black-and-white, orthochromatic film for high-quality reproduction of all line and halftone originals and for halftone reproduction.;FOTOCHEMA Ltd;;cz;~1999 ?;;Foma Bohemia, CS;0;
;;Foma RETROPAN 320 soft ;;;;;2015;;Foma Bohemia LTD, CS;2;FomaRetropan.jpg
;;Foma Ultra Pan #ultrapan;;;;;1957 ?;;Fotochema, CSSR;0;FomaUltraPan.jpg
;;FoMos (Moscow photo materials) FN-100 ФоМос ФН-100 #ФН100 FN100;B&W film;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;FomosFN100.jpg
;;FoMos (Moscow photo materials) FN-200 ФоМос ФН-200 #ФН200 FN200;B&W film;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) FT-101MD ФоМос ФТ-101МД #ФТ101МD FT101MД;Technical film, only sheets ?;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) FT-11M ФоМос ФТ-11М #ФТ11М FT11M;Technical film, only sheets ?;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) FT-11MD ФоМос ФТ-11МД #ФТ11МD FT11MД;Technical film, only sheets ?;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) FT-12M ФоМос ФТ-12М #ФТ12М FT12M;Technical film, only sheets ?;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) FT-21M ФоМос ФТ-21М #ФТ21М FT21M;Technical film, only sheets ?;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) FT-41MD ФоМос ФТ-41МД #ФТ41МD FT41MД;Technical film, only sheets ?;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) PM-1 ФоМос X-ray film #xray PM1;;;;Svema / Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) RT-4M ФоМос РТ-4М X-ray film #xray PT4M RT4M;;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) РТ-1В ФоМос RT1V X-ray film #xray PT1B RT1V;;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) ФоМос мз-2 Кинонегатив Cine Film MZ-2 #MZ2 мз2;;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) ФоМос мз-3 Кинонегатив Cine Film MZ-3 #MZ3 мз3;;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) ФоМос Микрат 200 – Mikrat 200 microfilm;Microfilm, around 3 ISO in photographic use;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) ФоМос Микрат 200 – Mikrat 300 microfilm;Microfilm, around 3 ISO in photographic use;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) ФоМос Микрат 200 – Mikrat 500 microfilm;Microfilm, around 3 ISO in photographic use;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) ФоМос Микрат 200 – Mikrat 500-1 microfilm;Microfilm, around 3 ISO in photographic use;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FoMos (Moscow photo materials) ФоМос Фототехническая пленка ФТ-41МД Phototechnical film FT-41MD #FT41MD ФТ41МД;B&W film;;;Tasma ?;;;Производство АО НИИХИМФОТОПРОЕКТ / ЗАО НПО ФОМОС - NIIKhim Foto Proekt / ZAO NPO FOMOS;0;
;;FOOD LION Color Print Film ISO 200;;;;;;;;0;FoodLionColor200.jpg
;;FOQUS A125;Rebranded Unknown russian film…;Unknow;;Made in Russia(???);;;FOQUS;0;FoqusA125.jpg
;;FOQUS Type-D 200 Тип-Д;Rebranded Unknown russian film… Introduced as special order;Unknow;;Made in Russia(???);;;FOQUS;1;RussianTypeD.jpg
;;Foricos FotiColor ISO 100;;;;;;;Foticos, E;0;Foticolor100.jpg
;;Forte Black and white film ISO 100;;;;;;;Forte, H;0;
;;Forte Classic-Pan 200 #Classicpan;;Forte;;Made in Hungary;~1990;2006;;0;
;;Forte Classic-Pan 400 #Classicpan;;Forte;;Made in Hungary;~1990;2006;;0;
;;Forte Contaprint;;;;;50’s;;Forte, H;0;
;;Forte Dental X-ray film Xray;;;;;50’s;;Forte, H;0;
;;Forte Finepan Super;;;;;;;;0;ForteFinepanSuper.jpg
;;Forte Fluorofort;Technical film;;;;50’s;;Forte, H;0;
;;Forte Fortechrome;Orwochrom UT 18;VEB FilmfabrikWolfen;3;DDR;1973;1985;Forte, H;0;ForteChrom.jpg
;;Forte Fortechrome 28 Matt;;;;;50’s;;Forte, H;0;
;;Forte Fortechrome Super 30;;;;;50’s;;Forte, H;0;
;;Forte Fortechrome Ultra 32;;;;;50’s;;Forte, H;0;
;;Forte Fortecolor;Agfacolor CN 17;Agfa-Gevaert;3;;1967~1969 ?;1971;Forte, H;0;
;;Forte Fortecolor;Orwocolor NC16;VEB FilmfabrikWolfen;3;DDR;1971;1974;Forte, H;0;
;;Forte Fortecolor 400;3M;Color Print 400;3;;1981;1988;Forte, H;0;
;;Forte Fortecolor FR100;Scotch Color 100;3M (Italy);2;;1988;1990;Forte, H;0;ForteColorFR100.jpg
;;Forte Fortecolor II ASA 100;Color Print (C-41);3M (Italy);3;;1978;1988;Forte, H;0;ForteColorII.jpg
;;Forte Fortecolor II Mask Negativ;;;;;1978 ?;1988 ?;Forte, H;0;FortecolorIImask.jpg
1847;018470;Forte Fortecolor SP 100 #SP100;Agfacolor XRG / Perutz Primera;Agfa ? Or Forte under licence ?;3;Made in Hungary;;;Forte, H;0;FortecolorSP100.jpg
;;Forte Fortecolor Super FG plus #FG+;Solaris FG;Ferrania;3;;2000;~2007 ?;Forte, H;0;
;;Forte Fortecolor Super FG100;Fujicolor Super HG100;Fujifilm;2;Made in Italy ?;1990;1994;Forte, H;0;
0272;002724;Forte Fortecolor Super FG100 Plus #FG100+;Agfa ?;Agfa Gevaert AG;2;;1994;~2000 ?;Forte, H;0;
;;Forte Fortecolor Super FGII 100 #FG2 FGII100;Fujicolor Super HGII100;Fujifilm;3;Made in Italy ?;1994;;Forte, H;0;
;;Forte Forteline Ortho;;;;;;;Forte, H;0;
;;Forte Fortepan 100 Black & White Negative;;Forte;;Made in Hungary;;~2005;Forte, H;0;Fortepan100.jpg
;;Forte Fortepan 200 Black & White Negative;Kodak XX derivative;Forte;;Made in Hungary;;~2005;Forte, H;0;FortePan200.jpg
;;Forte Fortepan 27;;Forte;;Made in Hungary;;;Forte, H;0;
;;Forte Fortepan 27 Matt;;Forte;;Made in Hungary;;;Forte, H;0;
;;Forte Fortepan 28;;Forte;;Made in Hungary;;;Forte, H;0;
;;Forte Fortepan 30 Super;;Forte;;Made in Hungary;;;Forte, H;0;
;;Forte Fortepan 32;;Forte;;Made in Hungary;;;Forte, H;0;
;;Forte Fortepan 40 ASA (yellow brown box);;Forte;;Made in Hungary;;~2005;Forte, H;0;
;;Forte Fortepan 400 Black & White Negative;;Forte;;Made in Hungary;;~2005;Forte, H;0;FortePan400.jpg
;;Forte Fortepan 50 ASA (yellow brown box);;Forte;;Made in Hungary;;~2005;Forte, H;0;Fortepan50.jpg
;;Forte Fortepan Fordítós film forditos;Copy film;;;;50’s;;Forte, H;0;
;;Forte Fortepan Rapid Film 34;;Forte;;Made in Hungary;50’s;;Forte, H;0;FortePan34.jpg
;;Forte Fortepan Super 30;;;;;50’s;;Forte, H;0;
;;Forte Fortepan Super 30 (yellow cyan box) 80 ASA;;Forte;;Made in Hungary;;~2005;Forte, H;0;FortepanSuper80.jpg
;;Forte Fortepan Super 30 matt;;;;;50’s;;Forte, H;0;
;;Forte High Speed Roentgenfilm X-ray film Xray;;;;;50’s;;Forte, H;0;
;;Forte Kino Pozotív film positive;Copy film;;;;50’s;;Forte, H;0;
;;Forte Nyomdatechnikai Ortho;;;;;50’s;;Forte, H;0;
;;Forte Orthofort 28;;;;;50’s;;Forte, H;0;
;;Forte Panchrofort 10 DIN;;Forte;;;;;;0;
;;Forte Panchrofort 17 DIN;;Forte;;;;;;0;FortePanchrofort.jpg
;;Forte Panchrofort 27;;;;;50’s;;Forte, H;0;
;;Forte Portraitpan 100 Matt;Fortepan 100 with matte base for retouching;Forte;;Made in Hungary;50’s;90’s ?;;0;
;;Forte Registrierfilm;Copy film;;;;50’s;;Forte, H;0;
;;Forte Reprofort;Copy film;;;;50’s;;Forte, H;0;
;;Forte Supercolor FR100;Konica Color Super SR / Scotch Color;Konica / Imation;3;Made in Japan / italy ?;1990;2007;Forte, H;0;ForteSupercolorFR100.jpg
;;Forte Supercolor FR200;Konica Color Super SR / Scotch Color;Konica / Imation;3;Made in Japan / italy ?;1990;2007;Forte, H;0;
;;Forte Supercolor HR200;Konica Color Super SR200 (Kassette 110);Konica;3;Made in Japan;~1990;;Forte, H;0;
;;Forte TECHNOFORTYX D röntgenfilm;;;;;50’s;;Forte, H;0;
;;Forte TECHNOFORTYX S röntgenfilm;;;;;50’s;;Forte, H;0;
;;Fotacolor – Color Print Film ISO 100;Ferrania, 12 exposures;;4;Made in Italy;;;Fota ?;0;Fotacolor100.jpg
;;Fotacolor – Color Print Film ISO 200;Ferrania, 12 exposures;;4;Made in Italy;;;Fota ?;0;
;;Foto Discounts SR100 SUPER COLOR;;;;;;;;0;
;;Foto Island For Colour Prints;;;;;;;;0;
0294;002943;Foto King HR Colour Print HR100 Fotoking;Ferrania ?;;1;Made in Italy;;;;0;FotokingHR100.jpg
;;FOTO LluM CR100 #Fotollum;;;;;;;;0;
;;FOTO LluM SHR100 #Fotollum;;;;;;;;0;
;;FOTO LluM SHR200 #Fotollum;;;;;;;;0;
;;FOTO LluM SHR400 #Fotollum;;;;;;;;0;
;;Foto Processing Colour Print Film 100 PN100;;;;Made in Japan;;;;0;FotoProcessing100.jpg
;;Foto Processing Colour Print Film 200 PN200;;;;Made in Japan;;;;0;FotoProcessing200.jpg
;;Foto Quelle Premicolor 200;;;;;;2015;Foto-Quelle;0;FotoQuellePremicolor200.jpg
;;Foto Reinhardt ProfiColor Extra XL100;;;;;;;;0;ReinhardtExtraXL100.jpg
;;Foto Schrøder ISO 200 #Schroder;;;;;;;;1;FotoSchroder200.jpg
;;Foto Sistema FS Color Film ISO 100;;;;;;;;0;
;;Foto-fast Deluxe Express photo laboratory #Fotofast;;;;;;;;0;
